lexemeId,lemma,category,categoryLabel,senses
http://www.wikidata.org/entity/L477171,projeto,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477172,sucesso,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477173,exemplo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477174,meio,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477176,público,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477177,exército,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477180,habitante,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477183,mês,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477184,partido,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477185,membro,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477186,nível,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477190,jogador,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477192,fato,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477193,estilo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477194,personagem,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477196,serviço,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477198,cargo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477199,censo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477200,controlo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477201,prémio,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477204,instituto,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477206,jornal,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477208,cinema,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477209,episódio,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477211,imperador,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477264,objetivo,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477265,ensino,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477266,aumento,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477268,comando,http://www.wikidata.org/entity/Q1084,noun,1
http://www.wikidata.org/entity/L477270,presente,http://www.wikidata.org/entity/Q1084,noun,1
